OrderID,OrderDate,ShipDate,ShipMode,CustomerName,Segment,City,State,Region,Category,ProductName,Sales,Quantity,Discount,Profit,OrderYear,OrderMonth,OrderDayOfWeek,ShippingDays,ProfitMargin
ORD-10015,2023-03-22 21:11:55,2023-03-25 21:11:55,Express,Elizabeth Flores,Consumer,New Shelby,ME,East,Furniture,Sofa,2240.0,4,0.2,540.9048941855262,2023,3,Wednesday,3,24.147539918985927
ORD-10016,2022-12-07 03:14:53,2022-12-14 03:14:53,Standard,Justin Simmons,Consumer,Port Christianstad,NV,South,Electronics,Laptop,4800.0,5,0.2,1342.7685258165732,2022,12,Wednesday,7,27.974344287839443
ORD-10017,2021-05-09 14:17:38,2021-05-15 14:17:38,Express,Xavier Hill,Home Office,Collinsburgh,MH,North,Clothing,T-Shirt,118.75,5,0.05,12.508019216639244,2021,5,Sunday,6,10.533068813923295
ORD-10018,2023-12-21 02:07:38,2023-12-24 02:07:38,Standard,Rachel Carr,Consumer,Barrettmouth,MH,West,Clothing,Jeans,180.0,3,0.2,14.458819053927332,2023,12,Thursday,3,8.032677252137226
ORD-10019,2022-06-10 00:53:15,2022-06-18 00:53:15,Next-Day,Anthony Jones,Consumer,East Franciscoland,VT,East,Electronics,Smartphone,2160.0,3,0.1,484.07793760553005,2022,6,Friday,8,22.411015629875276
ORD-10020,2021-11-17 12:46:35,2021-11-25 12:46:35,Express,Lauren Miranda,Consumer,Emilyville,NY,North,Furniture,Chair,1187.5,5,0.05,242.72549912709195,2021,11,Wednesday,8,20.4400420317379
ORD-10021,2022-01-23 23:47:32,2022-01-27 23:47:32,Standard,Beth Harvey,Home Office,Williamberg,NH,North,Furniture,Bookshelf,513.0,3,0.05,124.2900466297436,2022,1,Sunday,4,24.228079265010006
ORD-10022,2022-05-10 16:49:11,2022-05-18 16:49:11,Standard,Leslie Martin,Corporate,Munozmouth,MA,South,Electronics,Headphones,570.0,4,0.05,43.369748067952486,2022,5,Tuesday,8,7.608727731206385
ORD-10023,2022-02-09 01:28:25,2022-02-15 01:28:25,Express,Lauren Richardson,Consumer,North William,OK,North,Electronics,Tablet,1530.0,4,0.15,344.41207825974703,2022,2,Wednesday,6,22.51059335029555
ORD-10024,2022-04-12 03:19:28,2022-04-14 03:19:28,Standard,Lauren Dorsey,Consumer,South Laurachester,NC,North,Furniture,Bookshelf,720.0,4,0.0,104.71473032444013,2022,4,Tuesday,2,14.543712545040929
ORD-10025,2023-02-19 18:43:32,2023-02-22 18:43:32,Standard,Diane Jackson,Corporate,East Alexandra,DE,North,Clothing,Jacket,114.0,1,0.05,20.818309050991637,2023,2,Sunday,3,18.261674605972825
ORD-10026,2022-03-16 03:52:02,2022-03-19 03:52:02,Express,Thomas Thomas,Corporate,Matthewtown,ME,North,Furniture,Sofa,630.0,1,0.1,100.67409216242211,2022,3,Wednesday,3,15.980014628930524
ORD-10027,2023-08-02 18:13:02,2023-08-12 18:13:02,Next-Day,Angela Watson,Consumer,Banksmouth,OH,South,Clothing,Jacket,510.0,5,0.15,109.74826898482884,2023,8,Wednesday,10,21.519268428355616
ORD-10028,2022-03-13 19:02:05,2022-03-23 19:02:05,Next-Day,Erin Sanford,Corporate,Julieton,OK,North,Office Supplies,Stapler,67.5,5,0.1,16.188844054000494,2022,3,Sunday,10,23.983472672238012
ORD-10029,2023-10-06 14:35:45,2023-10-12 14:35:45,Next-Day,Anthony Burke,Consumer,Port Anthonyland,AZ,West,Clothing,T-Shirt,75.0,3,0.0,11.372347569674842,2023,10,Friday,6,15.163130092697614
ORD-10030,2021-01-02 18:46:53,2021-01-04 18:46:53,Express,Tracy Lee,Corporate,Kimberlyfurt,TN,South,Furniture,Bookshelf,540.0,3,0.0,117.43078578524351,2021,1,Saturday,2,21.746441812041862
ORD-10031,2023-03-30 03:11:23,2023-03-31 03:11:23,Standard,Cynthia Watts,Home Office,Foxfurt,AR,East,Furniture,Sofa,1120.0,2,0.2,167.4671881009474,2023,3,Thursday,1,14.952427508999811
ORD-10032,2022-12-05 10:27:21,2022-12-13 10:27:21,Next-Day,Belinda Schmidt,Home Office,Smithstad,NE,North,Electronics,Laptop,960.0,1,0.2,89.33719183481247,2022,12,Monday,8,9.305957482783272
ORD-10033,2023-05-03 15:52:51,2023-05-10 15:52:51,Next-Day,Cynthia Ross,Corporate,East Diamondmouth,KY,East,Furniture,Chair,500.0,2,0.0,118.25713091780447,2023,5,Wednesday,7,23.651426183513593
ORD-10034,2023-07-21 03:36:13,2023-07-25 03:36:13,Standard,Joe Dixon,Home Office,Johntown,NJ,West,Clothing,Shoes,342.0,4,0.05,28.75093779198626,2023,7,Friday,4,8.406706956696548
ORD-10035,2022-07-31 23:02:37,2022-08-06 23:02:37,Express,Lynn Johnson,Corporate,Port Ashley,FL,West,Furniture,Sofa,2380.0,4,0.15,513.6068255324063,2022,7,Sunday,6,21.580118719839938
ORD-10036,2022-03-19 19:29:05,2022-03-27 19:29:05,Next-Day,William Edwards,Corporate,Port Andrew,NM,East,Furniture,Desk,1440.0,4,0.1,428.495321130852,2022,3,Saturday,8,29.75661952295517
ORD-10037,2021-09-08 04:39:39,2021-09-11 04:39:39,Express,Linda Knight,Home Office,Lake Kelly,IL,West,Electronics,Laptop,4800.0,4,0.0,796.5279339605504,2021,9,Wednesday,3,16.594331957508007
ORD-10038,2022-02-26 17:06:51,2022-03-08 17:06:51,Standard,Amy Sanders,Consumer,East Melissaberg,UT,East,Clothing,Jeans,180.0,3,0.2,38.08829813352807,2022,2,Saturday,10,21.160165629620263
ORD-10039,2023-11-28 11:56:57,2023-12-04 11:56:57,Standard,Steven Love,Corporate,Lake Tammy,WI,North,Clothing,Shoes,382.5,5,0.15,56.17603625291463,2023,11,Tuesday,6,14.6865454255602
ORD-10040,2023-12-03 08:09:32,2023-12-04 08:09:32,Next-Day,Brittany Tran,Home Office,Sherryland,KS,East,Clothing,Jacket,384.0,4,0.2,72.15970583352419,2023,12,Sunday,1,18.791590060764655
ORD-10041,2023-07-15 16:50:21,2023-07-25 16:50:21,Express,Gerald Oconnor,Corporate,Lake Noah,NM,North,Furniture,Desk,1080.0,3,0.1,217.11596869281937,2023,7,Saturday,10,20.1033304345017
ORD-10042,2023-05-30 20:40:09,2023-06-09 20:40:09,Express,Nicole Murphy,Home Office,Justintown,CO,East,Electronics,Tablet,450.0,1,0.0,100.64475238877463,2023,5,Tuesday,10,22.365500530789106
ORD-10043,2021-08-21 03:55:20,2021-08-31 03:55:20,Express,Bill May,Corporate,Lisamouth,AZ,North,Office Supplies,Stapler,15.0,1,0.0,3.759905768467137,2021,8,Saturday,10,25.066038454776514
ORD-10044,2023-10-12 04:44:20,2023-10-17 04:44:20,Next-Day,Paul Jones,Home Office,North Alexandria,PA,East,Clothing,Shoes,405.0,5,0.1,115.68419824646992,2023,10,Thursday,5,28.56399956695908
ORD-10045,2021-09-24 19:55:14,2021-10-01 19:55:14,Next-Day,Eddie Garcia,Corporate,North Gailtown,MI,West,Electronics,Headphones,450.0,3,0.0,50.25799029321327,2021,9,Friday,7,11.168442287355909
ORD-10046,2023-12-19 00:02:05,2023-12-20 00:02:05,Standard,Ryan Gonzalez,Consumer,North Kimberly,WV,East,Clothing,Jeans,63.75,1,0.15,15.091814580708975,2023,12,Tuesday,1,23.67343463603489
ORD-10047,2022-03-04 16:26:24,2022-03-10 16:26:24,Express,Kimberly Waller,Consumer,New Kelsey,MA,North,Furniture,Chair,225.0,1,0.1,46.20237743970669,2022,3,Friday,6,20.534389973111708
ORD-10048,2021-10-03 16:31:23,2021-10-07 16:31:23,Standard,Shawn Rangel,Home Office,Dennisview,GA,North,Office Supplies,Printer Ink,114.75,3,0.15,10.763484869578011,2021,10,Sunday,4,9.379943241380577
ORD-10049,2022-08-18 21:38:32,2022-08-28 21:38:32,Next-Day,Drew Fisher,Consumer,Joneshaven,GU,South,Office Supplies,Printer Ink,85.5,2,0.05,9.907157766474484,2022,8,Thursday,10,11.58731902498083
ORD-10050,2021-07-30 15:27:37,2021-08-06 15:27:37,Standard,Cindy Johnson,Consumer,Lake Jessica,WA,East,Office Supplies,Pens,4.25,1,0.15,0.2642675726978402,2021,7,Friday,7,6.218060532603754
ORD-10051,2022-06-25 15:18:02,2022-07-03 15:18:02,Express,Michael Adams,Consumer,East Marvinburgh,TN,South,Office Supplies,Printer Ink,108.0,3,0.2,11.710202406908028,2022,6,Saturday,8,10.842780006295925
ORD-10052,2021-05-10 20:41:46,2021-05-14 20:41:46,Next-Day,Michelle Barron,Home Office,Cooperfurt,ND,South,Electronics,Monitor,1020.0,4,0.15,163.67675440639107,2021,5,Monday,4,16.046740628061823
ORD-10053,2022-02-19 11:01:47,2022-02-22 11:01:47,Express,Jordan Rodriguez,Consumer,Jacquelinetown,GU,North,Furniture,Chair,1000.0,4,0.0,249.77655060904087,2022,2,Saturday,3,24.97765506087911
ORD-10054,2021-07-11 23:29:02,2021-07-17 23:29:02,Express,Lynn Hoffman,Corporate,West Bethberg,GA,North,Office Supplies,Pens,13.5,3,0.1,3.4793725267109505,2021,7,Sunday,6,25.7731298255794
ORD-10055,2022-02-07 19:03:45,2022-02-10 19:03:45,Standard,Jason Peters PhD,Home Office,Amyville,NC,North,Electronics,Headphones,127.5,1,0.15,23.505252645904296,2022,2,Monday,3,18.435492271152896
ORD-10056,2022-08-04 17:20:06,2022-08-06 17:20:06,Standard,Kimberly Rodriguez,Consumer,East Isabella,AZ,West,Furniture,Chair,212.5,1,0.15,49.21318785986622,2022,8,Thursday,2,23.159147228063354
ORD-10057,2022-07-10 10:30:41,2022-07-11 10:30:41,Next-Day,Victor Jimenez,Corporate,New Marieside,OR,East,Clothing,Shoes,450.0,5,0.0,71.9107106005302,2022,7,Sunday,1,15.980157911193421
ORD-10058,2023-11-15 10:02:56,2023-11-20 10:02:56,Standard,Russell Peterson,Corporate,Petersonview,AK,West,Furniture,Chair,250.0,1,0.0,44.08096969627011,2023,11,Wednesday,5,17.632387878437513
ORD-10059,2023-04-16 16:19:33,2023-04-21 16:19:33,Next-Day,Jennifer Rowe,Consumer,Wardview,PR,West,Electronics,Tablet,382.5,1,0.15,24.077549251406214,2023,4,Sunday,5,6.29478411799824
ORD-10060,2023-03-16 02:19:16,2023-03-21 02:19:16,Next-Day,Tami Sanchez,Home Office,North Richard,NH,West,Clothing,T-Shirt,60.0,3,0.2,10.923676934938932,2023,3,Thursday,5,18.206128224594785
ORD-10061,2021-05-01 18:39:33,2021-05-11 18:39:33,Standard,Anthony Lawrence,Consumer,South William,TN,East,Office Supplies,Pens,18.0,4,0.1,4.469368776560923,2021,5,Saturday,10,24.82982653507014
ORD-10062,2023-11-06 23:53:16,2023-11-13 23:53:16,Express,Charles Cummings,Consumer,Lake Lance,AR,North,Office Supplies,Printer Ink,144.0,4,0.2,21.606940251618614,2023,11,Monday,7,15.004819619075393
ORD-10063,2022-03-15 14:27:13,2022-03-21 14:27:13,Express,Allison Espinoza,Consumer,South Stephenmouth,MA,South,Electronics,Tablet,2025.0,5,0.1,177.67711997254608,2022,3,Tuesday,6,8.774178764072017
ORD-10064,2023-08-31 08:56:51,2023-09-01 08:56:51,Standard,Michael Gay,Corporate,Wilsonport,MP,South,Office Supplies,Pens,10.0,2,0.0,1.6963568975742676,2023,8,Thursday,1,16.96356897404632
ORD-10065,2023-04-04 10:30:02,2023-04-13 10:30:02,Standard,Benjamin Snyder,Corporate,Andreaview,CO,North,Electronics,Tablet,1800.0,4,0.0,475.07808017405534,2023,4,Tuesday,9,26.393226676321746
ORD-10066,2023-07-28 20:35:48,2023-07-30 20:35:48,Express,Jackie Kim,Corporate,New Sarahbury,VT,North,Office Supplies,Printer Ink,114.75,3,0.15,24.34264680666096,2023,7,Friday,2,21.213635561175444
ORD-10067,2023-03-08 18:55:41,2023-03-17 18:55:41,Standard,Jason Walker,Home Office,Cartermouth,RI,South,Furniture,Bookshelf,180.0,1,0.0,16.18924213414525,2023,3,Wednesday,9,8.994023407808506
ORD-10068,2022-03-01 13:51:30,2022-03-02 13:51:30,Standard,Jennifer Adams,Corporate,South Amanda,OR,North,Office Supplies,Notebook,47.5,5,0.05,8.925208733859536,2022,3,Tuesday,1,18.789913123519238
ORD-10069,2023-11-16 13:45:34,2023-11-25 13:45:34,Express,Sherry Beasley,Corporate,North Brianchester,OH,South,Clothing,T-Shirt,112.5,5,0.1,33.59926144319501,2023,11,Thursday,9,29.866010171463426
ORD-10070,2023-01-29 10:31:42,2023-02-05 10:31:42,Express,Michael Dixon,Consumer,Jessicashire,NC,East,Clothing,T-Shirt,106.25,5,0.15,24.495507867504628,2023,1,Sunday,7,23.05459563978737
ORD-10071,2022-04-16 21:15:54,2022-04-19 21:15:54,Next-Day,Anna Vasquez,Corporate,Rodriguezport,MT,West,Electronics,Laptop,2400.0,2,0.0,447.19004787619537,2022,4,Saturday,3,18.632918661500376
ORD-10072,2021-08-23 14:14:11,2021-08-24 14:14:11,Next-Day,Angela Weaver,Consumer,Jamesmouth,TN,North,Electronics,Headphones,142.5,1,0.05,16.456797696224555,2021,8,Monday,1,11.548629962181804
ORD-10073,2021-07-13 08:47:22,2021-07-23 08:47:22,Next-Day,Ryan Mills,Home Office,West Michaelborough,CA,West,Office Supplies,Pens,14.25,3,0.05,2.2790904336076645,2021,7,Tuesday,10,15.993617076826164
ORD-10074,2023-08-29 02:26:02,2023-08-31 02:26:02,Next-Day,Paul Burnett,Consumer,South Rebecca,HI,North,Office Supplies,Notebook,40.0,4,0.0,2.084593825800329,2023,8,Tuesday,2,5.211484564370536
ORD-10075,2022-01-19 06:33:47,2022-01-22 06:33:47,Standard,Michael Anderson,Home Office,South Kevinmouth,MT,South,Clothing,Jeans,300.0,5,0.2,82.33251798839937,2022,1,Wednesday,3,27.44417266270831
ORD-10076,2022-07-20 01:21:54,2022-07-27 01:21:54,Standard,Jason Dixon,Home Office,East Erichaven,DC,East,Furniture,Desk,1020.0,3,0.15,153.1062532791079,2022,7,Wednesday,7,15.010416988133118
ORD-10077,2021-05-08 16:41:39,2021-05-10 16:41:39,Express,George Morris,Home Office,Jenniferstad,CO,North,Office Supplies,Notebook,24.0,3,0.2,1.6848041996968988,2021,5,Saturday,2,7.020017498444578
ORD-10078,2022-10-05 20:41:21,2022-10-13 20:41:21,Standard,Samantha Roberts,Consumer,West Audreyville,OK,East,Clothing,Jacket,204.0,2,0.15,55.5923186712692,2022,10,Wednesday,8,27.25113660342975
ORD-10079,2021-08-06 19:16:35,2021-08-07 19:16:35,Standard,Jon Lopez,Home Office,Laurenport,VT,South,Office Supplies,Notebook,40.0,5,0.2,3.509157023107406,2021,8,Friday,1,8.772892557549193
ORD-10080,2023-06-25 10:23:23,2023-06-27 10:23:23,Express,Melissa Fisher,Home Office,New Reneeberg,FL,East,Office Supplies,Pens,8.5,2,0.15,1.8099844029869177,2023,6,Sunday,2,21.293934150282098
ORD-10081,2021-06-02 03:58:09,2021-06-09 03:58:09,Standard,Nicholas White,Home Office,Thompsonland,AR,West,Clothing,Shoes,360.0,5,0.2,95.91351021602097,2021,6,Wednesday,7,26.64264172659848
ORD-10082,2022-04-01 15:10:20,2022-04-07 15:10:20,Standard,Sarah Roberts,Consumer,South Brittneyhaven,HI,South,Electronics,Tablet,1710.0,4,0.05,203.82150201528563,2022,4,Friday,6,11.91938608275827
ORD-10083,2022-12-13 06:08:17,2022-12-19 06:08:17,Next-Day,Sandra Brooks,Corporate,Robertsfort,UT,North,Clothing,Shoes,360.0,4,0.0,76.46877323114589,2022,12,Tuesday,6,21.241325897481524
ORD-10084,2021-09-27 11:12:57,2021-10-05 11:12:57,Next-Day,Kathleen Martinez,Consumer,Russellchester,AK,West,Office Supplies,Notebook,34.0,4,0.15,4.606797234741397,2021,9,Monday,8,13.549403631193835
ORD-10085,2021-03-07 19:50:40,2021-03-14 19:50:40,Standard,Stacy Anderson,Home Office,Schmidtland,PR,North,Clothing,T-Shirt,75.0,3,0.0,8.891336380149509,2021,3,Sunday,7,11.85511517337461
ORD-10086,2022-04-23 11:16:04,2022-04-26 11:16:04,Standard,Susan Jensen,Consumer,Lake Alexisstad,PA,West,Office Supplies,Printer Ink,42.75,1,0.05,6.40562950152114,2022,4,Saturday,3,14.983928658178483
ORD-10087,2022-09-06 13:35:00,2022-09-11 13:35:00,Express,Marcus Steele,Home Office,Jamesfurt,NY,South,Clothing,Jacket,360.0,3,0.0,40.70564401027608,2022,9,Tuesday,5,11.307123336156392
ORD-10088,2021-11-17 09:09:27,2021-11-27 09:09:27,Standard,Timothy Gonzalez,Corporate,Williamsfort,PR,West,Clothing,Jacket,114.0,1,0.05,24.279699176974457,2021,11,Wednesday,10,21.297981734001294
ORD-10089,2022-04-30 06:11:04,2022-05-03 06:11:04,Next-Day,Daniel Mcgee,Home Office,Josephview,KS,North,Clothing,T-Shirt,106.25,5,0.15,28.383348750603137,2022,4,Saturday,3,26.713740000316232
ORD-10090,2023-12-28 12:39:14,2024-01-01 12:39:14,Standard,Joshua Donaldson,Consumer,South Travis,MD,East,Clothing,Jeans,120.0,2,0.2,10.806466822774224,2023,12,Thursday,4,9.005389018903474
ORD-10091,2023-12-28 06:31:36,2023-12-30 06:31:36,Next-Day,Brett Sullivan,Corporate,Smithstad,ND,North,Electronics,Laptop,1920.0,2,0.2,514.5232591822062,2023,12,Thursday,2,26.798086415725948
ORD-10092,2021-12-24 16:52:48,2022-01-01 16:52:48,Next-Day,Christine Farrell,Home Office,New Jamesbury,FL,East,Office Supplies,Stapler,27.0,2,0.1,7.966255995354495,2021,12,Friday,8,29.504651833553513
ORD-10093,2021-08-04 07:46:28,2021-08-08 07:46:28,Next-Day,Julie Cunningham,Home Office,East Robert,KS,North,Electronics,Monitor,510.0,2,0.15,88.6672476075054,2021,8,Wednesday,4,17.38573482496697
ORD-10094,2021-12-30 19:11:09,2022-01-07 19:11:09,Express,Jocelyn Stephens,Home Office,Hinesside,AL,South,Furniture,Chair,425.0,2,0.15,96.20448261695468,2021,12,Thursday,8,22.636348850994896
ORD-10095,2021-11-29 01:43:02,2021-12-06 01:43:02,Express,Richard King,Consumer,West Vanessaside,MT,West,Furniture,Chair,600.0,3,0.2,59.30024537594886,2021,11,Monday,7,9.883374229308338
ORD-10096,2023-08-26 05:11:53,2023-09-01 05:11:53,Express,Daniel Baker,Home Office,Calebhaven,AR,South,Furniture,Bookshelf,486.0,3,0.1,47.01224832511188,2023,8,Saturday,6,9.673302124488712
ORD-10097,2022-09-30 01:33:33,2022-10-09 01:33:33,Next-Day,Rodney Garcia,Corporate,Schaeferville,DC,East,Office Supplies,Pens,20.0,5,0.2,2.681313027332884,2022,9,Friday,9,13.406565135994091
ORD-10098,2023-03-28 13:32:32,2023-03-29 13:32:32,Next-Day,Kenneth Evans,Corporate,Lake Austinhaven,CO,North,Clothing,Shoes,306.0,4,0.15,87.64016230513946,2023,3,Tuesday,1,28.640575916618644
ORD-10099,2023-01-25 12:55:15,2023-02-01 12:55:15,Express,Raymond Hall,Consumer,West Stephanieborough,LA,West,Electronics,Monitor,480.0,2,0.2,77.42075750391143,2023,1,Wednesday,7,16.129324479947947
ORD-10100,2023-09-08 17:25:39,2023-09-09 17:25:39,Express,Amy Mccarthy,Corporate,North Jeffreychester,FL,North,Clothing,Shoes,171.0,2,0.05,40.18029222506448,2023,9,Friday,1,23.497246915104974
ORD-10101,2021-01-10 07:43:21,2021-01-18 07:43:21,Next-Day,Stephanie Ramirez,Home Office,Lisamouth,WV,West,Office Supplies,Pens,20.0,4,0.0,5.5892480414713885,2021,1,Sunday,8,27.946240205959633
ORD-10102,2021-07-17 09:43:33,2021-07-24 09:43:33,Express,Beverly Ward,Home Office,Stacychester,MN,South,Office Supplies,Stapler,38.25,3,0.15,2.3293892050284164,2021,7,Saturday,7,6.089906418215732
ORD-10103,2022-05-13 16:33:59,2022-05-19 16:33:59,Standard,William Hays,Consumer,Cindymouth,TX,South,Furniture,Chair,900.0,4,0.1,92.71784767552008,2022,5,Friday,6,10.301983075046339
ORD-10104,2022-09-25 23:45:25,2022-10-01 23:45:25,Standard,Beverly Massey,Consumer,East Heathershire,FL,North,Furniture,Chair,237.5,1,0.05,44.120877546550986,2022,9,Sunday,6,18.577211598469564
ORD-10105,2022-06-22 01:17:44,2022-06-29 01:17:44,Standard,Robert Reyes,Home Office,Matthewmouth,TN,South,Electronics,Tablet,1800.0,4,0.0,471.5319311110899,2022,6,Wednesday,7,26.196218395045996
ORD-10106,2022-01-03 07:04:10,2022-01-08 07:04:10,Next-Day,Tonya Henderson,Corporate,Wilsonland,KY,North,Furniture,Sofa,2975.0,5,0.15,473.1624800811127,2022,1,Monday,5,15.90462117919172
ORD-10107,2021-08-09 10:21:06,2021-08-18 10:21:06,Standard,Dr. Adam Black,Corporate,West Lynn,SD,East,Office Supplies,Printer Ink,191.25,5,0.15,48.391626300842965,2021,8,Monday,9,25.30281113756337
ORD-10108,2023-12-22 19:05:39,2023-12-24 19:05:39,Standard,Terry Lopez,Corporate,Lake Jessica,NC,East,Electronics,Laptop,3840.0,4,0.2,348.4050960592222,2023,12,Friday,2,9.073049376539883
ORD-10109,2021-12-30 06:25:54,2022-01-07 06:25:54,Next-Day,Tom Williams,Consumer,Steveside,HI,South,Clothing,T-Shirt,42.5,2,0.15,5.465146827106206,2021,12,Thursday,8,12.859169004653209
ORD-10110,2023-05-20 11:29:35,2023-05-25 11:29:35,Express,Manuel Perez,Corporate,Patrickchester,HI,West,Clothing,T-Shirt,106.25,5,0.15,23.49173850292813,2023,5,Saturday,5,22.109871531959556
ORD-10111,2021-11-05 03:11:51,2021-11-13 03:11:51,Next-Day,Mr. David Mitchell,Home Office,South Natalie,NV,West,Office Supplies,Stapler,42.75,3,0.05,11.807798207752272,2021,11,Friday,8,27.6205806022832
ORD-10112,2022-06-15 18:40:14,2022-06-21 18:40:14,Express,Bernard Cole MD,Corporate,North Ryan,DC,East,Electronics,Laptop,3240.0,3,0.1,936.6090227288228,2022,6,Wednesday,6,28.907685886683137
ORD-10113,2023-05-22 00:06:38,2023-06-01 00:06:38,Next-Day,William Frye,Corporate,Amandaberg,KY,North,Furniture,Chair,600.0,3,0.2,118.13515858025038,2023,5,Monday,10,19.68919309667558
ORD-10114,2021-04-28 14:32:14,2021-04-29 14:32:14,Next-Day,Jerry Ball,Home Office,Williamchester,GA,East,Electronics,Tablet,900.0,2,0.0,156.61075038440103,2021,4,Wednesday,1,17.401194487136333
ORD-10115,2021-07-23 11:12:35,2021-07-30 11:12:35,Standard,Joseph Tucker,Home Office,Hebertchester,MS,East,Furniture,Bookshelf,540.0,3,0.0,52.67287081232394,2021,7,Friday,7,9.754235335597482
ORD-10116,2021-05-10 04:29:31,2021-05-11 04:29:31,Express,Pamela Duarte,Corporate,Port Joseph,HI,South,Office Supplies,Pens,18.0,4,0.1,5.280334037948649,2021,5,Monday,1,29.335189098084985
ORD-10117,2022-11-08 09:28:43,2022-11-17 09:28:43,Standard,Sarah Wright,Consumer,Martinezmouth,MI,South,Furniture,Chair,200.0,1,0.2,43.64720089580959,2022,11,Tuesday,9,21.823600447795677
ORD-10118,2021-04-23 12:27:41,2021-05-01 12:27:41,Next-Day,Lori Powers,Corporate,Jenniferside,SD,North,Electronics,Monitor,285.0,1,0.05,54.10596415605775,2021,4,Friday,8,18.98454882662032
ORD-10119,2021-10-26 07:20:10,2021-10-27 07:20:10,Standard,Mary Gallegos,Corporate,Lake Jasonmouth,MH,North,Office Supplies,Pens,13.5,3,0.1,3.727797046152772,2021,10,Tuesday,1,27.613311450938067
ORD-10120,2023-09-19 16:07:44,2023-09-24 16:07:44,Express,Brian Miller,Corporate,Ryanside,ND,East,Electronics,Headphones,300.0,2,0.0,20.252491186854524,2023,9,Tuesday,5,6.750830395595672
ORD-10121,2022-09-10 11:51:20,2022-09-13 11:51:20,Next-Day,Kevin Butler,Consumer,Jessicafort,FL,West,Office Supplies,Notebook,40.0,4,0.0,5.199872282832791,2022,9,Saturday,3,12.999680706756985
ORD-10122,2023-11-14 19:10:53,2023-11-24 19:10:53,Express,Brian Wagner,Home Office,South Arianaview,DE,West,Electronics,Smartphone,760.0,1,0.05,139.67232049211077,2023,11,Tuesday,10,18.3779369068325
