OrderID,OrderDate,ShipDate,ShipMode,CustomerName,Segment,City,State,Region,Category,ProductName,Sales,Quantity,Discount,Profit
ORD-10043,2021-08-21 03:55:20,2021-08-31 03:55:20,Express,Bill May,Corporate,Lisamouth,AZ,North,Office Supplies,Stapler,15.0,1,0.0,3.7599057684671373
ORD-10044,2023-10-12 04:44:20,2023-10-17 04:44:20,Next-Day,Paul Jones,Home Office,North Alexandria,PA,East,Clothing,Shoes,405.0,5,0.1,115.68419824646993
ORD-10045,2021-09-24 19:55:14,2021-10-01 19:55:14,Next-Day,Eddie Garcia,Corporate,North Gailtown,MI,West,Electronics,Headphones,450.0,3,0.0,50.25799029321327
ORD-10046,2023-12-19 00:02:05,2023-12-20 00:02:05,Standard,Ryan Gonzalez,Consumer,North Kimberly,WV,East,Clothing,Jeans,63.75,1,0.15,15.091814580708977
ORD-10047,2022-03-04 16:26:24,2022-03-10 16:26:24,Express,Kimberly Waller,Consumer,New Kelsey,MA,North,Furniture,Chair,225.0,1,0.1,46.20237743970669
ORD-10048,2021-10-03 16:31:23,2021-10-07 16:31:23,Standard,Shawn Rangel,Home Office,Dennisview,GA,North,Office Supplies,Printer Ink,114.75,3,0.15,10.763484869578011
ORD-10049,2022-08-18 21:38:32,2022-08-28 21:38:32,Next-Day,Drew Fisher,Consumer,Joneshaven,GU,South,Office Supplies,Printer Ink,85.5,2,0.05,9.907157766474485
ORD-10050,2021-07-30 15:27:37,2021-08-06 15:27:37,Standard,Cindy Johnson,Consumer,Lake Jessica,WA,East,Office Supplies,Pens,4.25,1,0.15,0.26426757269784024
ORD-10051,2022-06-25 15:18:02,2022-07-03 15:18:02,Express,Michael Adams,Consumer,East Marvinburgh,TN,South,Office Supplies,Printer Ink,108.0,3,0.2,11.710202406908028
ORD-10052,2021-05-10 20:41:46,2021-05-14 20:41:46,Next-Day,Michelle Barron,Home Office,Cooperfurt,ND,South,Electronics,Monitor,1020.0,4,0.15,163.67675440639107
ORD-10053,2022-02-19 11:01:47,2022-02-22 11:01:47,Express,Jordan Rodriguez,Consumer,Jacquelinetown,GU,North,Furniture,Chair,1000.0,4,0.0,249.77655060904087
ORD-10054,2021-07-11 23:29:02,2021-07-17 23:29:02,Express,Lynn Hoffman,Corporate,West Bethberg,GA,North,Office Supplies,Pens,13.5,3,0.1,3.4793725267109505
ORD-10055,2022-02-07 19:03:45,2022-02-10 19:03:45,Standard,Jason Peters PhD,Home Office,Amyville,NC,North,Electronics,Headphones,127.5,1,0.15,23.505252645904296
ORD-10056,2022-08-04 17:20:06,2022-08-06 17:20:06,Standard,Kimberly Rodriguez,Consumer,East Isabella,AZ,West,Furniture,Chair,212.5,1,0.15,49.21318785986622
ORD-10057,2022-07-10 10:30:41,2022-07-11 10:30:41,Next-Day,Victor Jimenez,Corporate,New Marieside,OR,East,Clothing,Shoes,450.0,5,0.0,71.9107106005302
ORD-10058,2023-11-15 10:02:56,2023-11-20 10:02:56,Standard,Russell Peterson,Corporate,Petersonview,AK,West,Furniture,Chair,250.0,1,0.0,44.08096969627011
ORD-10059,2023-04-16 16:19:33,2023-04-21 16:19:33,Next-Day,Jennifer Rowe,Consumer,Wardview,PR,West,Electronics,Tablet,382.5,1,0.15,24.077549251406218
ORD-10060,2023-03-16 02:19:16,2023-03-21 02:19:16,Next-Day,Tami Sanchez,Home Office,North Richard,NH,West,Clothing,T-Shirt,60.0,3,0.2,10.923676934938932
ORD-10061,2021-05-01 18:39:33,2021-05-11 18:39:33,Standard,Anthony Lawrence,Consumer,South William,TN,East,Office Supplies,Pens,18.0,4,0.1,4.469368776560923
ORD-10062,2023-11-06 23:53:16,2023-11-13 23:53:16,Express,Charles Cummings,Consumer,Lake Lance,AR,North,Office Supplies,Printer Ink,144.0,4,0.2,21.606940251618614
ORD-10063,2022-03-15 14:27:13,2022-03-21 14:27:13,Express,Allison Espinoza,Consumer,South Stephenmouth,MA,South,Electronics,Tablet,2025.0,5,0.1,177.67711997254608
ORD-10064,2023-08-31 08:56:51,2023-09-01 08:56:51,Standard,Michael Gay,Corporate,Wilsonport,MP,South,Office Supplies,Pens,10.0,2,0.0,1.6963568975742676
ORD-10065,2023-04-04 10:30:02,2023-04-13 10:30:02,Standard,Benjamin Snyder,Corporate,Andreaview,CO,North,Electronics,Tablet,1800.0,4,0.0,475.07808017405534
ORD-10066,2023-07-28 20:35:48,2023-07-30 20:35:48,Express,Jackie Kim,Corporate,New Sarahbury,VT,North,Office Supplies,Printer Ink,114.75,3,0.15,24.34264680666096
ORD-10067,2023-03-08 18:55:41,2023-03-17 18:55:41,Standard,Jason Walker,Home Office,Cartermouth,RI,South,Furniture,Bookshelf,180.0,1,0.0,16.18924213414525
ORD-10068,2022-03-01 13:51:30,2022-03-02 13:51:30,Standard,Jennifer Adams,Corporate,South Amanda,OR,North,Office Supplies,Notebook,47.5,5,0.05,8.925208733859536
ORD-10069,2023-11-16 13:45:34,2023-11-25 13:45:34,Express,Sherry Beasley,Corporate,North Brianchester,OH,South,Clothing,T-Shirt,112.5,5,0.1,33.59926144319501
ORD-10070,2023-01-29 10:31:42,2023-02-05 10:31:42,Express,Michael Dixon,Consumer,Jessicashire,NC,East,Clothing,T-Shirt,106.25,5,0.15,24.495507867504628
ORD-10071,2022-04-16 21:15:54,2022-04-19 21:15:54,Next-Day,Anna Vasquez,Corporate,Rodriguezport,MT,West,Electronics,Laptop,2400.0,2,0.0,447.19004787619537
ORD-10072,2021-08-23 14:14:11,2021-08-24 14:14:11,Next-Day,Angela Weaver,Consumer,Jamesmouth,TN,North,Electronics,Headphones,142.5,1,0.05,16.456797696224555
ORD-10073,2021-07-13 08:47:22,2021-07-23 08:47:22,Next-Day,Ryan Mills,Home Office,West Michaelborough,CA,West,Office Supplies,Pens,14.25,3,0.05,2.2790904336076645
ORD-10074,2023-08-29 02:26:02,2023-08-31 02:26:02,Next-Day,Paul Burnett,Consumer,South Rebecca,HI,North,Office Supplies,Notebook,40.0,4,0.0,2.084593825800329
ORD-10075,2022-01-19 06:33:47,2022-01-22 06:33:47,Standard,Michael Anderson,Home Office,South Kevinmouth,MT,South,Clothing,Jeans,300.0,5,0.2,82.33251798839937
ORD-10076,2022-07-20 01:21:54,2022-07-27 01:21:54,Standard,Jason Dixon,Home Office,East Erichaven,DC,East,Furniture,Desk,1020.0,3,0.15,153.1062532791079
ORD-10077,2021-05-08 16:41:39,2021-05-10 16:41:39,Express,George Morris,Home Office,Jenniferstad,CO,North,Office Supplies,Notebook,24.0,3,0.2,1.6848041996968988
ORD-10078,2022-10-05 20:41:21,2022-10-13 20:41:21,Standard,Samantha Roberts,Consumer,West Audreyville,OK,East,Clothing,Jacket,204.0,2,0.15,55.5923186712692
ORD-10079,2021-08-06 19:16:35,2021-08-07 19:16:35,Standard,Jon Lopez,Home Office,Laurenport,VT,South,Office Supplies,Notebook,40.0,5,0.2,3.509157023107406
ORD-10080,2023-06-25 10:23:23,2023-06-27 10:23:23,Express,Melissa Fisher,Home Office,New Reneeberg,FL,East,Office Supplies,Pens,8.5,2,0.15,1.8099844029869179
ORD-10081,2021-06-02 03:58:09,2021-06-09 03:58:09,Standard,Nicholas White,Home Office,Thompsonland,AR,West,Clothing,Shoes,360.0,5,0.2,95.91351021602097
ORD-10082,2022-04-01 15:10:20,2022-04-07 15:10:20,Standard,Sarah Roberts,Consumer,South Brittneyhaven,HI,South,Electronics,Tablet,1710.0,4,0.05,203.82150201528563
ORD-10083,2022-12-13 06:08:17,2022-12-19 06:08:17,Next-Day,Sandra Brooks,Corporate,Robertsfort,UT,North,Clothing,Shoes,360.0,4,0.0,76.46877323114589
ORD-10084,2021-09-27 11:12:57,2021-10-05 11:12:57,Next-Day,Kathleen Martinez,Consumer,Russellchester,AK,West,Office Supplies,Notebook,34.0,4,0.15,4.606797234741397
ORD-10085,2021-03-07 19:50:40,2021-03-14 19:50:40,Standard,Stacy Anderson,Home Office,Schmidtland,PR,North,Clothing,T-Shirt,75.0,3,0.0,8.891336380149509
ORD-10086,2022-04-23 11:16:04,2022-04-26 11:16:04,Standard,Susan Jensen,Consumer,Lake Alexisstad,PA,West,Office Supplies,Printer Ink,42.75,1,0.05,6.40562950152114
ORD-10087,2022-09-06 13:35:00,2022-09-11 13:35:00,Express,Marcus Steele,Home Office,Jamesfurt,NY,South,Clothing,Jacket,360.0,3,0.0,40.70564401027608
ORD-10088,2021-11-17 09:09:27,2021-11-27 09:09:27,Standard,Timothy Gonzalez,Corporate,Williamsfort,PR,West,Clothing,Jacket,114.0,1,0.05,24.279699176974457
ORD-10089,2022-04-30 06:11:04,2022-05-03 06:11:04,Next-Day,Daniel Mcgee,Home Office,Josephview,KS,North,Clothing,T-Shirt,106.25,5,0.15,28.383348750603137
ORD-10090,2023-12-28 12:39:14,2024-01-01 12:39:14,Standard,Joshua Donaldson,Consumer,South Travis,MD,East,Clothing,Jeans,120.0,2,0.2,10.806466822774224
ORD-10091,2023-12-28 06:31:36,2023-12-30 06:31:36,Next-Day,Brett Sullivan,Corporate,Smithstad,ND,North,Electronics,Laptop,1920.0,2,0.2,514.5232591822062
ORD-10092,2021-12-24 16:52:48,2022-01-01 16:52:48,Next-Day,Christine Farrell,Home Office,New Jamesbury,FL,East,Office Supplies,Stapler,27.0,2,0.1,7.966255995354495
ORD-10093,2021-08-04 07:46:28,2021-08-08 07:46:28,Next-Day,Julie Cunningham,Home Office,East Robert,KS,North,Electronics,Monitor,510.0,2,0.15,88.6672476075054
ORD-10094,2021-12-30 19:11:09,2022-01-07 19:11:09,Express,Jocelyn Stephens,Home Office,Hinesside,AL,South,Furniture,Chair,425.0,2,0.15,96.20448261695468
ORD-10095,2021-11-29 01:43:02,2021-12-06 01:43:02,Express,Richard King,Consumer,West Vanessaside,MT,West,Furniture,Chair,600.0,3,0.2,59.30024537594886
ORD-10096,2023-08-26 05:11:53,2023-09-01 05:11:53,Express,Daniel Baker,Home Office,Calebhaven,AR,South,Furniture,Bookshelf,486.0,3,0.1,47.01224832511188
ORD-10097,2022-09-30 01:33:33,2022-10-09 01:33:33,Next-Day,Rodney Garcia,Corporate,Schaeferville,DC,East,Office Supplies,Pens,20.0,5,0.2,2.6813130273328833
ORD-10098,2023-03-28 13:32:32,2023-03-29 13:32:32,Next-Day,Kenneth Evans,Corporate,Lake Austinhaven,CO,North,Clothing,Shoes,306.0,4,0.15,87.64016230513946
ORD-10099,2023-01-25 12:55:15,2023-02-01 12:55:15,Express,Raymond Hall,Consumer,West Stephanieborough,LA,West,Electronics,Monitor,480.0,2,0.2,77.42075750391143
ORD-10100,2023-09-08 17:25:39,2023-09-09 17:25:39,Express,Amy Mccarthy,Corporate,North Jeffreychester,FL,North,Clothing,Shoes,171.0,2,0.05,40.180292225064484
ORD-10101,2021-01-10 07:43:21,2021-01-18 07:43:21,Next-Day,Stephanie Ramirez,Home Office,Lisamouth,WV,West,Office Supplies,Pens,20.0,4,0.0,5.5892480414713885
ORD-10102,2021-07-17 09:43:33,2021-07-24 09:43:33,Express,Beverly Ward,Home Office,Stacychester,MN,South,Office Supplies,Stapler,38.25,3,0.15,2.3293892050284164
ORD-10103,2022-05-13 16:33:59,2022-05-19 16:33:59,Standard,William Hays,Consumer,Cindymouth,TX,South,Furniture,Chair,900.0,4,0.1,92.71784767552009
ORD-10104,2022-09-25 23:45:25,2022-10-01 23:45:25,Standard,Beverly Massey,Consumer,East Heathershire,FL,North,Furniture,Chair,237.5,1,0.05,44.120877546550986
ORD-10105,2022-06-22 01:17:44,2022-06-29 01:17:44,Standard,Robert Reyes,Home Office,Matthewmouth,TN,South,Electronics,Tablet,1800.0,4,0.0,471.5319311110899
ORD-10106,2022-01-03 07:04:10,2022-01-08 07:04:10,Next-Day,Tonya Henderson,Corporate,Wilsonland,KY,North,Furniture,Sofa,2975.0,5,0.15,473.1624800811127
ORD-10107,2021-08-09 10:21:06,2021-08-18 10:21:06,Standard,Dr. Adam Black,Corporate,West Lynn,SD,East,Office Supplies,Printer Ink,191.25,5,0.15,48.391626300842965
ORD-10108,2023-12-22 19:05:39,2023-12-24 19:05:39,Standard,Terry Lopez,Corporate,Lake Jessica,NC,East,Electronics,Laptop,3840.0,4,0.2,348.4050960592222
ORD-10109,2021-12-30 06:25:54,2022-01-07 06:25:54,Next-Day,Tom Williams,Consumer,Steveside,HI,South,Clothing,T-Shirt,42.5,2,0.15,5.465146827106206
ORD-10110,2023-05-20 11:29:35,2023-05-25 11:29:35,Express,Manuel Perez,Corporate,Patrickchester,HI,West,Clothing,T-Shirt,106.25,5,0.15,23.49173850292813
ORD-10111,2021-11-05 03:11:51,2021-11-13 03:11:51,Next-Day,Mr. David Mitchell,Home Office,South Natalie,NV,West,Office Supplies,Stapler,42.75,3,0.05,11.807798207752272
ORD-10112,2022-06-15 18:40:14,2022-06-21 18:40:14,Express,Bernard Cole MD,Corporate,North Ryan,DC,East,Electronics,Laptop,3240.0,3,0.1,936.6090227288229
ORD-10113,2023-05-22 00:06:38,2023-06-01 00:06:38,Next-Day,William Frye,Corporate,Amandaberg,KY,North,Furniture,Chair,600.0,3,0.2,118.13515858025038
ORD-10114,2021-04-28 14:32:14,2021-04-29 14:32:14,Next-Day,Jerry Ball,Home Office,Williamchester,GA,East,Electronics,Tablet,900.0,2,0.0,156.61075038440103
ORD-10115,2021-07-23 11:12:35,2021-07-30 11:12:35,Standard,Joseph Tucker,Home Office,Hebertchester,MS,East,Furniture,Bookshelf,540.0,3,0.0,52.67287081232394
ORD-10116,2021-05-10 04:29:31,2021-05-11 04:29:31,Express,Pamela Duarte,Corporate,Port Joseph,HI,South,Office Supplies,Pens,18.0,4,0.1,5.280334037948649
ORD-10117,2022-11-08 09:28:43,2022-11-17 09:28:43,Standard,Sarah Wright,Consumer,Martinezmouth,MI,South,Furniture,Chair,200.0,1,0.2,43.64720089580959
ORD-10118,2021-04-23 12:27:41,2021-05-01 12:27:41,Next-Day,Lori Powers,Corporate,Jenniferside,SD,North,Electronics,Monitor,285.0,1,0.05,54.10596415605775
ORD-10119,2021-10-26 07:20:10,2021-10-27 07:20:10,Standard,Mary Gallegos,Corporate,Lake Jasonmouth,MH,North,Office Supplies,Pens,13.5,3,0.1,3.727797046152772
ORD-10120,2023-09-19 16:07:44,2023-09-24 16:07:44,Express,Brian Miller,Corporate,Ryanside,ND,East,Electronics,Headphones,300.0,2,0.0,20.252491186854524
ORD-10121,2022-09-10 11:51:20,2022-09-13 11:51:20,Next-Day,Kevin Butler,Consumer,Jessicafort,FL,West,Office Supplies,Notebook,40.0,4,0.0,5.199872282832791
ORD-10122,2023-11-14 19:10:53,2023-11-24 19:10:53,Express,Brian Wagner,Home Office,South Arianaview,DE,West,Electronics,Smartphone,760.0,1,0.05,139.67232049211077
ORD-10123,2022-03-17 16:42:58,2022-03-23 16:42:58,Standard,Denise Jones,Home Office,New Corytown,ND,West,Clothing,Jeans,356.25,5,0.05,72.67396209593785
ORD-10124,2023-02-25 22:49:36,2023-03-05 22:49:36,Express,Patricia Olson,Consumer,Smithbury,AZ,South,Clothing,Jeans,255.0,4,0.15,40.95957551810463
ORD-10125,2021-04-08 16:14:00,2021-04-18 16:14:00,Standard,Amber Hunt,Consumer,Smithstad,VI,South,Office Supplies,Pens,23.75,5,0.05,2.4217016786067136
ORD-10126,2023-12-13 02:28:40,2023-12-23 02:28:40,Next-Day,Amber Simmons,Home Office,Terristad,KY,East,Clothing,T-Shirt,75.0,3,0.0,17.49764309590711
ORD-10127,2022-11-16 01:22:00,2022-11-20 01:22:00,Next-Day,John Roach,Consumer,Taylorview,CA,West,Electronics,Monitor,1080.0,4,0.1,170.46861346621728
ORD-10128,2021-05-31 03:52:06,2021-06-09 03:52:06,Express,Eileen Carey,Consumer,West Dorothyburgh,NH,North,Furniture,Desk,1600.0,5,0.2,138.11770280839107
ORD-10129,2021-11-06 03:17:08,2021-11-13 03:17:08,Next-Day,Timothy Larsen,Home Office,Hannahland,MI,East,Office Supplies,Printer Ink,128.25,3,0.05,38.400441382941835
ORD-10130,2021-11-20 06:01:18,2021-11-23 06:01:18,Next-Day,Jeremiah Ford,Consumer,Tracyside,WV,South,Clothing,Jacket,360.0,3,0.0,54.40659021903534
ORD-10131,2022-10-11 06:21:08,2022-10-13 06:21:08,Next-Day,Anna Garcia,Consumer,West Courtney,MH,South,Clothing,Jacket,456.0,4,0.05,51.96828714514163
ORD-10132,2022-10-16 01:42:29,2022-10-23 01:42:29,Standard,Christopher Barber,Corporate,Port John,AL,East,Electronics,Headphones,285.0,2,0.05,47.90053675647542
ORD-10133,2023-11-20 08:24:17,2023-11-25 08:24:17,Express,Susan Fernandez,Consumer,Jacobborough,DE,West,Office Supplies,Printer Ink,81.0,2,0.1,14.17181165593383
ORD-10134,2023-08-26 22:57:22,2023-09-03 22:57:22,Standard,Tammy Johnson,Home Office,Andersonshire,MO,South,Furniture,Bookshelf,180.0,1,0.0,18.199436554333158
ORD-10135,2023-02-15 21:52:29,2023-02-17 21:52:29,Express,Kimberly Schultz,Corporate,Fernandezville,MH,West,Furniture,Bookshelf,432.0,3,0.2,33.527744302229266
ORD-10136,2022-10-14 04:56:25,2022-10-22 04:56:25,Next-Day,David Wilkinson,Home Office,Gardnerstad,UT,South,Office Supplies,Printer Ink,213.75,5,0.05,54.986568318118785
ORD-10137,2021-08-01 22:50:36,2021-08-04 22:50:36,Express,Danielle Smith,Home Office,Brittanyside,WV,West,Electronics,Smartphone,1280.0,2,0.2,326.4122519163259
ORD-10138,2021-04-16 13:19:22,2021-04-20 13:19:22,Standard,Christina Farley,Home Office,New Calebberg,IL,West,Office Supplies,Notebook,8.0,1,0.2,1.3834033821853517
ORD-10139,2022-03-25 12:33:18,2022-03-30 12:33:18,Standard,Benjamin Choi,Home Office,Port Kathryn,VA,South,Office Supplies,Pens,5.0,1,0.0,1.223780401544432
ORD-10140,2022-02-06 05:38:38,2022-02-14 05:38:38,Express,Christine Wood,Consumer,Leonfort,AL,North,Furniture,Desk,320.0,1,0.2,50.900539626796316
ORD-10141,2022-09-12 00:20:38,2022-09-14 00:20:38,Standard,Micheal Garrett,Consumer,Port Douglas,NY,East,Furniture,Bookshelf,171.0,1,0.05,25.074830219405513
ORD-10142,2022-04-14 08:07:54,2022-04-24 08:07:54,Standard,Adam Benson,Consumer,Patriciafurt,KS,North,Electronics,Laptop,3060.0,3,0.15,451.5662784463894
ORD-10143,2021-04-09 09:57:39,2021-04-15 09:57:39,Next-Day,Debbie Mcguire,Consumer,Brooksmouth,MA,West,Clothing,Jeans,67.5,1,0.1,20.155686980579574
ORD-10144,2021-01-20 19:19:21,2021-01-26 19:19:21,Next-Day,Grace Garner,Corporate,South Erin,VA,South,Office Supplies,Notebook,40.0,5,0.2,11.055229496348886
ORD-10145,2021-09-28 09:21:00,2021-10-03 09:21:00,Standard,Timothy Johnson,Home Office,South Dustin,RI,West,Furniture,Chair,237.5,1,0.05,48.35394925623849
ORD-10146,2022-07-01 18:01:29,2022-07-10 18:01:29,Express,Austin Woods,Consumer,Myerston,SD,East,Clothing,Jeans,150.0,2,0.0,18.125825538721024
ORD-10147,2023-10-07 04:18:32,2023-10-08 04:18:32,Express,Rebecca Harris,Corporate,West Richardville,NC,North,Electronics,Tablet,1147.5,3,0.15,320.9362415756258
ORD-10148,2023-05-26 08:10:30,2023-06-03 08:10:30,Next-Day,Molly Harrington,Corporate,West Paul,VI,North,Clothing,Jeans,285.0,4,0.05,48.40605270152353
ORD-10149,2021-08-27 11:17:30,2021-08-30 11:17:30,Express,Laurie Gray,Consumer,East Deborahfurt,NY,West,Furniture,Bookshelf,162.0,1,0.1,35.78436136682558
ORD-10150,2023-02-12 06:38:04,2023-02-13 06:38:04,Next-Day,Becky Crawford,Home Office,Watsonville,DC,East,Office Supplies,Pens,9.0,2,0.1,1.9401010910949785
